id,name,type,league
GH,Guus Hiddink,1,2
GI,Giuseppe Iachini,1,4
GIF,Gianluca Festa,1,4
GIMA,Giovanni Martusciello,1,4
GJ,Graeme Jones,1,2
GM,Garry Monk,1,2
GMA,Gregorio Manzano,1,3
GMAR,Gerardo Martino,1,3
GME,Gary Megson,1,2
GN,Gary Neville,1,3
GON,Gary O Neil,1,2
GP,Graham Potter,1,2
GPG,Gian Piero Gasperini,1,4
GPO,Gustavo Poyet,1,6
GPR,Ghislain Printant,1,5
GPV,Gian Piero Ventura,1,4
GRFC,Granada FC,2,3
GS,Gerardo Seoane,1,1
GSA,Guiseppe Sannino,1,4
GST,Giovanni Stroppa,1,4
GT,Giovanni Tedesco,1,4
GV,Gertjan Verbeek,1,1
GZO,Gianfranco Zola,1,4
H96,Hannover 96,2,1
HC,Hull City,2,2
HCU,Hector Cuper,1,3
HF,Hansi Flick,1,1
HFO,Hubert Fournier,1,5
HH,Heiko Herrlich,1,1
HM,Hayden Mullins,1,2
HR,Hervé Renard,1,5
HRE,Harry Redknapp,1,2
HS,Huub Stevens,1,1
HST,Holger Stanislawski,1,1
HSV,Hamburger SV,2,1
HT,Huddersfield Town,2,2
HV,Hellas Verona,2,4
HW,Hannes Wolf,1,1
IA,Imanol Alguacil,1,3
IH,Ian Holloway,1,2
IJ,Ivan Juric,1,4
IM,Inter Mailand,2,4
IP,Ivo Pulga,1,4
IT,Igor Tudor,1,6
ITE,Inaki Tejada,1,3
JA,Jorge Almiron,1,6
JAC,Javier Calleja,1,3
JACA,Javier Cabello,1,3
JACL,Javier Clemente,1,3
JAG,Javier Aguirre,1,3
JAN,José Anigo,1,5
JANQ,Juan Anquela,1,3
JAP,Juan Antonio Pizzi,1,3
JAR,Jagoba Arrasate,1,3
JARO,Jose Antonio Romero,1,3
JC,Joaquín Caparrós,1,3
JCA,John Carver,1,2
JCG,Juan Carlos Garrido,1,3
JCU,Juan Carlos Unzue,1,3
JE,Juan Esnáider,1,3
JEA,Jerome Arpinon,1,5
JF,Jean Fernandez,1,5
JFM,Jose Francisco Molina,1,3
JG,Javi Gracia,1,6
JGO,Jocelyn Gourvennec,1,5
JGW,Jean-Guy Wallemme,1,5
JH,Jupp Heynckes,1,1
JIM,Juan Ignacio Martinez,1,3
JK,Jens Keller,1,1
JKL,Jürgen Klinsmann,1,1
JKLO,Jürgen Klopp,1,6
JKR,Jürgen Kramny,1,1
JL,Julen Lopetegui,1,6
JLG,Jean-Louis Gasset,1,5
JLGA,Jean-Louis Garcia,1,5
JLM,José Luis Mendilibar,1,6
JLO,Jose Luis Oltra,1,3
JLU,Jos Luhukay,1,1
JLV,Jean-Luc Vasseur,1,5
JM,Jose Mourinho,1,6
JMA,Jesse Marsch,1,6
JME,Juan Merino,1,3
JMF,Jean-Marc Furlan,1,5
JML,Jan Moritz Lichte,1,1
JMU,Juan Muñiz,1,3
JN,Julian Nagelsmann,1,1
JOG,José González,1,3
JP,Jaroslav Plasil,1,5
JPE,Javier Pereira,1,3
JR,Juande Ramos,1,3
JRO,Jordi Roura,1,3
JRS,José Ramón Sandoval,1,3
JS,Jorge Sampaoli,1,6
JSA,Julien Sable,1,5
JSI,Jan Siewert,1,6
JST,Julien Stephan,1,5
JU,Juventus Turin,2,4
JV,Julio Velázquez,1,6
JZ,Josef Zinnbauer,1,1
KB,Kevin Ball,1,2
KBA,Krasimir Balakov,1,1
KD,Keith Downing,1,2
KDA,Kelvin Davis,1,2
KH,Kasper Hjulmand,1,1
KM,Keith Millen,1,2
LAL,Lucas Alcaraz,1,3
LB,Laurent Blanc,1,5
LBA,Laurent Batlles,1,5
LBL,Luis Blanco,1,3
LBO,Laszlo Boeloeni,1,5
LC,Luis Cembranos,1,3
LCH,Landry Chauvin,1,5
LDA,Lorenzo D'Anna,1,4
LDB,Luigi Di Biagio,1,4
LDC,Luigi De Canio,1,4
LE,Luka Elsner,1,5
LEC,Leicester City,2,2
LEN,Luis Enrique,1,6
LF,Leo Franco,1,3
LFA,Lucien Favre,1,6
LFC,Liverpool FC,2,2
LFO,Laurent Fournier,1,5
LG,Luis García,1,3
LGK,Lorenz-Günther Köstner,1,1
LGO,Luca Gotti,1,4
LJ,Leonardo Jardim,1,5
LOSC,Lille OSC,2,5
LPR,Ludwig Preis,1,1
LR,Lazio Roma,2,4
LS,Leonardo Semplici,1,4
LSP,Luciano Spalletti,1,4
LU,Leeds United,2,2
LUD,Luigi Delneri,1,4
LVG,Louis van Gaal,1,2
LZ,Luis Zubeldia,1,3
MA,Mikel Arteta,1,2
MAA,Massimiliano Allegri,1,4
MACA,Massimo Carrera,1,4
MAL,Massimiliano Alvini,1,4
MALO,Miguel Angel Lotina,1,3
MAMA,Manolo Marquez,1,3
MAP,Mauricio Pellegrino,1,6
MAR,Marcelino,1,6
MARA,Massimo Rastelli,1,4
MB,Marco Baroni,1,4
MBA,Manuel Baum,1,1
MBAB,Markus Babbel,1,1
MBE,Mario Beretta,1,4
MBI,Marcelo Bielsa,1,6
MBR,Mohamed Bradja,1,5
MBÜ,Mike Büskens,1,1
MC,Manchester City,2,2
MCA,Michael Carrick,1,2
MCAR,Miguel Cardoso,1,6
MCO,Massimo Colomba,1,4
MD,Miroslav Djukic,1,3
MDE,Mickael Debeve,1,5
MDZ,Michel Der Zakarian,1,5
MEBA,Mehmed Bazdarevic,1,5
MF,Michael Frontzeck,1,1
MFI,Massimo Ficcadenti,1,4
MG,Markus Gisdol,1,1
MGI,Marco Giampaolo,1,4
MHE,Michael Henke,1,1
MHSC,Montpellier HSC,2,5
MHU,Mark Hughes,1,2
MHUD,Mark Hudson,1,2
MI,Michel,1,6
MJ,Martin Joel,1,2
MJA,Mike Jackson,1,2
MJI,Manolo Jimenez,1,3
MK,Michael Köllner,1,1
MKAU,Markus Kauczinski,1,1
MKO,Marco Kostmann,1,1
MKU,Marco Kurz,1,1
ML,Michael Laudrup,1,6
MLO,Moreno Longo,1,4
MLS,Mathieu Le Scornet,1,5
MMA,Malky Macky,1,2
MMC,Mick McCarthy,1,2
MOD,Massimo Oddo,1,4
MOE,Michael Oenning,1,1
MON,Martin O'Neill,1,2
MP,Mauricio Pochettino,1,6
MPA,Michael Padavoni,1,5
MPE,Manuel Pellegrini,1,6
MPH,Mike Phelan,1,2
MR,Marco Rose,1,1
MRA,Marcel Rapp,1,1
MRO,Marcelo Romero,1,3
MS,Maurizio Sarri,1,6
MSC,Martin Schmidt,1,1
MSCH,Manfred Schmid,1,1
MSI,Marco Silva,1,2
MSK,Michael Skibbe,1,1
MSKU,Michael Skubala,1,2
MSL,Mirko Slomka,1,1
MSO,Marcus Sorg,1,1
MST,Mike Stowell,1,2
MT,Mauro Tassotti,1,4
MU,Manchester United,2,2
MVB,Mark van Bommel,1,1
MW,Markus Weinzierl,1,1
MWA,Maik Walpurgis,1,1
MWI,Michael Wimmer,1,1
MWIE,Michael Wiesinger,1,1
MZ,Marco Zaffaroni,1,4
NAD,Neil Adams,1,2
NADK,Nigel Adkins,1,2
NE,Nico Estevez,1,3
NES,Nuno Espirito Santo,1,6
NFC,Novara FC,2,4
NJ,Nathan Jones,1,2
NK,Niko Kovac,1,6
NL,Nasser Laguet,1,5
NM,Norbert Meier,1,1
NO,Nimes Olympique,2,5
NOR,Norwich City,2,2
NP,Nigel Pearson,1,2
NU,Newcastle United,2,2
NW,Nico Willig,1,1
NWA,Neil Warnock,1,2
OD,Olivier Dall'Oglio,1,5
ODA,Omar Daf,1,5
OG,Oliver Glasner,1,1
OGA,Oscar Garcia,1,6
OGCN,OGC Nice,2,5
OGS,Ole Gunnar Solskjaer,1,2
OGU,Olivier Guegan,1,5
OL,Olympique Lyon,2,5
OM,Olympique Marseille,2,5
OPA,Olivier Pantaloni,1,5
OR,Otto Rehhagel,1,1
PA,Pacheta,1,6
PAF,Pablo Franco,1,3
PAR,Pierre Aristouy,1,5
PAY,Pako Ayestarán,1,3
PB,Peter Bosz,1,6
PBA,Pascal Baills,1,5
PBI,Philippe Bizeul,1,5
PBO,Pepe Bordalás,1,6
PC,Parma Calcio 1913,2,4
PC36,Pescara Calcio 1936,2,4
PCA,Patrice Carteron,1,5
PCL,Paul Clement,1,6
PCO,Patrick Collot,1,5
PCOR,Pablo Correa,1,5
PD,Pal Dardai,1,1
PDC,Paolo Di Canio,1,2
PDU,Pascal Dupraz,1,5
PF,Paulo Fonseca,1,6
PFC,Palermo FC,2,4
PG,Patrice Garande,1,5
PGA,Patrick Gabriel,1,5
PGU,Pep Guardiola,1,6
PH,Paul Heckingbottom,1,2
PHC,Philippe Clement,1,5
PHE,Paco Herrera,1,3
PIB,Pierpaolo Bisoli,1,4
PJ,Paco Jémez,1,3
PK,Patrick Kisnorbo,1,5
PKN,Peter Knäbel,1,1
PL,Paul Lambert,1,2
PLO,Paco Lopez,1,3
PM,Pellegrino Matarazzo,1,1
PMA,Pablo Machin,1,6
PMAR,Pasquale Marino,1,4
PME,Pepe Mel,1,6
PMO,Philippe Montanier,1,6
PP,Paulo Pezzolano,1,6
PPL,Pascal Plancque,1,5
PS,Paulo Sousa,1,6
PSG,Paris Saint German,2,5
PST,Peter Stöger,1,1
PT,Paul Tait,1,2
PV,Patrick Vieira,1,6
PVA,Petar Vasiljevic,1,3
PZ,Paolo Zanetti,1,4
QPR,Queens Park Rangers,2,2
QS,Quique Setién,1,6
QSF,Quique Sánchez Flores,1,6
RA,Rui Almeida,1,5
RB,Rafael Benítez,1,6
RBA,Rubén Baraja,1,6
RBE,Real Betis Sevilla,2,3
RBER,Ramon Berndroth,1,1
RBL,RB Leipzig,2,1
RC,Rodolfo Cardoso,1,1
RCC,Celta Vigo,2,3
RCD,Espanyol Barcelona,2,3
RCDM,RCD Mallorca,2,3
RCO,Rolland Courbis,1,5
RCS,RC Strasbourg,2,5
RD,Roberto D'Aversa,1,4
RDM,Roberto di Matteo,1,6
RDO,Raymond Domenech,1,5
RDU,Robin Dutt,1,1
RDZ,Roberto de Zerbi,1,6
RG,Rudi Garcia,1,6
RGA,Rémi Garde,1,2
RGI,Rene Girard,1,5
RH,Roy Hodgson,1,2
RHA,Ralph Hasenhüttl,1,6
RK,Ronald Koeman,1,6
RKE,Rob Kelly,1,2
RLB,Regis le Bris,1,5
RM,Real Madrid,2,3
RMA,Rolando Maran,1,4
RMAR,Rene Marsiglia,1,5
RME,Rene Meulensteen,1,2
RMO,Robert Moreno,1,6
RODO,Roberto Donadoni,1,4
ROM,Roberto Mancini,1,4
ROMA,Roberto Martinez,1,2
ROS,Roger Schmidt,1,1
RP,Raffaele Palladino,1,4
RPI,Romain Pitau,1,5
RPR,Roger Prinzen,1,1
RR,Ralf Rangnick,1,6
RS,Rubén Sélles,1,2
RSA,Racing Santander,2,3
RSO,Real Sociedad,2,3
RT,Ruben Torrecilla,1,3
RU,Rubi,1,6
RV,Rayo Vallecano,2,3
RVAD,Real Valladolid,2,3
RW,Rainer Widmayer,1,1
RYM,Ryan Mason,1,2
S04,Schalke 04,2,1
SA,Sam Allardyce,1,2
SAF,Sir Alex Ferguson,1,2
SAG,Sampdoria Genua,2,4
SAGN,Steve Agnew,1,2
SAR,Real Saragossa,2,3
SB,Steffen Baumgart,1,1
SB29,Stade Brest 29,2,5
SBA,Sergi Barjuan,1,3
SBE,Sebastián Beccacece,1,6
SBO,Salvatore Bocchetti,1,4
SBR,Steve Bruce,1,2
SCB,SC Bastia,2,5
SCF,SC Freiburg,2,1
SCL,Steve Clarke,1,2
SCO,Serse Cosmi,1,4
SD,Sean Dyche,1,2
SDA,Steve Davis,1,2
SDE,Sebastien Desmazeau,1,5
SDEI,SD Eibar,2,3
SDH,SD Huesca,2,3
SE,Sergio,1,3
SECO,Sergio Conceicao,1,5
SEFC,Sevilla FC,2,3
SEMA,Sergio Mantecon,1,3
SG,Sporting Gijon,2,3
SGE,Eintracht Frankfurt,2,1
SGF,SpVgg Greuther Fürth,2,1
SH,Sebastian Hoeneß,1,1
SHY,Sami Hyypiä,1,1
SI,Simone Inzaghi,1,4
SJ,Stephane Jobard,1,5
SJO,Slavisa Jokanović,1,2
SKD,Sir Kenny Dalgish,1,2
SLA,Sabri Lamouchi,1,5
SLB,Slaven Bilic,1,2
SLE,Sascha Lewandowski,1,1
SM,Siniša Mihajlović,1,4
SMA,Scott Marshall,1,2
SMC,Stade Malherbe Caen Calvados Basse-Normandie,2,5
SMO,Stephane Moulin,1,5
SN,Stephane Nado,1,5
SOFC,Southampton FC,2,2
SOL,Stale Solbakken,1,1
SP,Spezia Calcio,2,4
SPA,Scott Parker,1,2
SPAL,SPAL Ferrera,2,4
SPI,Stefano Pioli,1,4
SR,Stefan Ruthenbeck,1,1
SREI,Stade Reims,2,5
SREN,Stade Rennes,2,5
SRI,Sylvain Ripoll,1,5
SS,Sandro Schwarz,1,1
SSCN,SSC Napoli,2,4
SSO,Santiago Solari,1,3
STCO,Stefano Colantuono,1,4
STGE,Steven Gerrard,1,2
STMC,Steve McClaren,1,2
STO,Stoke City FC,2,2
SU,Sheffield United,2,2
SVD,SV Darmstadt 98,2,1
SVE,Stefano Vecchi,1,4
SVW,SV Werder Bremen,2,1
SWA,Swansea City,2,2
SY,Sylvinho,1,5
TAD,Tony Adams,1,3
TC,Terry Connor,1,2
TD,Thomas Doll,1,1
TF,Thorsten Fink,1,1
TFR,Torsten Frings,1,1
TH,Tottenham Hotspur,2,2
THE,Thierry Henry,1,5
TK,Tayfun Korkut,1,1
TL,Thomas Letsch,1,1
TLA,Thierry Laurey,1,5
TM,Thiago Motta,1,4
TOUFC,Toulouse FC,2,5
TP,Tony Pulis,1,2
TR,Thomas Reis,1,1
TS,Thomas Schaaf,1,1
TSCH,Thomas Schneider,1,1
TSGH,TSG Hoffenheim,2,1
TSH,Tim Sherwood,1,2
TT,Thomas Tuchel,1,6
TV,Tito Vilanova,1,3
UCA,Udinese Calcio,2,4
UDA,UD Almería,2,3
UDLE,UD Levante,2,3
UDLP,UD Las Palmas,2,3
UM,Unai Emery,1,6
UN,Uwe Neuhaus,1,1
UR,Uwe Rössler,1,1
URA,Ulrich Rame,1,5
USC,US Cremonese,2,4
USL,US Lecce,2,4
USLI,US Livorno 1915,2,4
USS,US Salernitana 1919,2,4
USSA,US Sassuolo,2,4
VCF,Valencia CF,2,3
VF,Víctor Fernández,1,3
VFB,VfB Stuttgart,2,1
VFC,Venezia FC,2,4
VFLB,VfL Bochum,2,1
VFLW,VfL Wolfsburg,2,1
VG,Vincenzo Guerini,1,4
VH,Vincent Hognon,1,5
VHA,Vahid Halilhodzic,1,5
VICF,Villarreal CF,2,3
VIS,Valerien Ismael,1,1
VIT,Vincenco Italiano,1,4
VK,Vincent Kompany,1,2
VM,Vicente Moreno,1,6
VMO,Vincenzo Montella,1,6
VO,Voro,1,3
VP,Vladimir Petkovic,1,6
VS,Viktor Skrypnyk,1,1
VSA,Víctor Sánchez,1,3
WBA,West Bromwich Albion,2,2
WHU,Westham United,2,2
WM,Walter Mazzarri,1,6
WN,Walter Novellino,1,4
WS,Will Still,1,5
WSA,Willy Sagnol,1,5
WW,Wolverhampton Wanderers,2,2
WZ,Walter Zenga,1,4
XA,Xabi Alonso,1,1
XM,Xisco Munoz,1,2
ZIZI,Zinedine Zidane,1,3
ZZ,Zdenek Zeman,1,4
