from,to,year,type,pps
HV,EDF,2020,1,"0,4"
HV,IJ,2021,1,"0,8"
HV,LUD,2016,1,"1,2"
HV,ANMA,2015,1,"0,2"
IJ,FCT,2021,2,"1,4"
IJ,GCFC,2018,2,"0,4"
IJ,GCFC,2017,2,"0,8"
IJ,GCFC,2016,2,"1,6"
IM,AC,2021,1,"2,4"
IM,LSP,2019,1,"1,6"
IM,FDB,2016,1,"0,6"
IM,SVE,2016,1,"1,2"
IM,SPI,2017,1,"0,2"
IM,SVE,2017,1,"1,2"
IM,ROM,2016,1,"1,2"
IM,WM,2014,1,"1,6"
IM,AST,2013,1,"0,2"
IM,CR,2012,1,1
IM,GPG,2011,1,1
IP,CCA,2014,2,"1,4"
IP,CC,2012,2,"2,4"
IT,HV,2020,2,"1,6"
IT,UCA,2019,2,"1,4"
IT,UCA,2018,2,2
JM,ASR,2021,2,"2,4"
JU,API,2021,1,"2,4"
JU,MS,2020,1,"1,2"
JU,MAA,2019,1,"0,6"
JU,AC,2014,1,3
JU,MACA,2012,1,"2,6"
JU,AAL,2012,1,"1,4"
JU,AC,2012,1,"2,6"
JV,UCA,2018,2,"1,6"
LDA,CVE,2018,2,"1,8"
LDB,SPAL,2020,2,"0,6"
LDC,UCA,2016,2,"1,6"
LDC,CAFC,2014,2,"0,8"
LDC,GCFC,2012,2,"1,2"
LGO,SP,2021,2,1
LGO,UCA,2019,2,1
LR,SI,2021,1,"0,8"
LR,MBI,2016,1,"1,2"
LR,SPI,2016,1,1
LR,VP,2014,1,"0,8"
LR,ERE,2012,1,"1,4"
LS,SP,2023,2,"1,2"
LS,CCA,2021,2,"1,4"
LSP,SSCN,2021,2,3
LSP,IM,2017,2,"2,6"
LSP,ASR,2016,2,2
LUD,UCA,2016,2,"1,6"
LUD,HV,2015,2,"0,4"
LUD,GCFC,2012,2,0
MAA,JU,2021,2,1
MAA,JU,2014,2,3
MACA,JU,2012,2,"2,6"
MAP,CAFC,2014,2,"1,8"
MARA,CCA,2014,2,"0,8"
MB,HV,2023,2,"1,4"
MB,FCAL,2018,2,1
MBE,FCCE,2012,2,"0,2"
MFI,CCA,2012,2,"1,4"
MFI,CCA,2011,2,2
MGI,SAG,2021,2,"1,2"
MGI,FCT,2020,2,"0,2"
MGI,ACMI,2019,2,"1,2"
MGI,SAG,2016,2,"1,2"
MGI,EMFC,2014,2,"0,8"
MLO,FCT,2020,2,"0,8"
MOD,UCA,2017,2,"2,4"
MS,LR,2021,2,"1,6"
MS,JU,2019,2,"2,6"
MZ,HV,2022,2,"1,6"
NFC,EMO,2012,1,1
NFC,ATE,2012,1,"0,2"
PC,FAL,2021,1,"0,2"
PC,RD,2020,1,"1,8"
PC,MCO,2012,1,"0,8"
PC36,MOD,2017,1,0
PC36,GST,2012,1,"0,8"
PC36,CBE,2013,1,"0,2"
PF,ASR,2019,2,"2,2"
PFC,DB,2016,1,"1,6"
PFC,RDZ,2016,1,0
PFC,ECO,2017,1,"0,8"
PFC,DL,2017,1,0
PFC,GI,2016,1,"1,4"
PFC,DB,2016,1,"1,2"
PFC,GBS,2016,1,"1,2"
PFC,GT,2016,1,1
PFC,GI,2016,1,"0,4"
PFC,WN,2016,1,"0,2"
PFC,GSA,2012,1,"0,3"
PFC,GPG,2013,1,"0,4"
PFC,AMA,2013,1,1
PFC,GPG,2013,1,"0,5"
PFC,BM,2012,1,"0,4"
PFC,DEM,2011,1,"0,8"
PFC,SPI,2011,1,"1,8"
PMAR,GCFC,2011,2,"1,8"
PS,USS,2023,2,"1,2"
PS,ACF,2014,2,"2,4"
PZ,EMFC,2021,2,"0,8"
RB,SSCN,2013,2,"2,6"
RD,USL,2023,2,"2,2"
RD,SAG,2021,2,1
RD,PC,2021,2,"0,2"
RDZ,USSA,2018,2,2
RDZ,BEC,2017,2,0
RDZ,PFC,2016,2,1
RG,SSCN,2023,2,"1,6"
RG,ASR,2013,2,3
RMA,GCFC,2020,2,1
RMA,CCA,2018,2,1
RMA,CVE,2014,2,1
RMA,CAFC,2013,2,"1,2"
RMA,CAFC,2012,2,"1,6"
RODO,FCBO,2015,2,2
RODO,PC,2011,2,"1,8"
ROM,IM,2014,2,1
RP,ACMO,2022,2,"1,8"
SAG,MGI,2022,1,"0,2"
SAG,FT,2021,1,"0,4"
SAG,CR,2021,1,2
SAG,EDF,2019,1,"0,6"
SAG,MGI,2019,1,1
SAG,VMO,2016,1,"0,8"
SAG,WZ,2015,1,1
SAG,SM,2014,1,1
SAG,FP,2013,1,"1,2"
SAG,CF,2012,1,"1,4"
SBO,HV,2022,2,0
SP,VIT,2021,1,"1,2"
SCO,FCCR,2021,2,"0,6"
SCO,ACNS,2012,2,"1,6"
SCO,USL,2011,2,"0,8"
SI,IM,2021,2,"2,6"
SI,LR,2016,2,"1,8"
SM,FCBO,2019,2,"0,8"
SM,ACMI,2014,2,"1,8"
SM,SAG,2013,2,"1,8"
SP,LGO,2023,1,"0,8"
SP,FLO,2023,1,3
SP,TM,2021,1,"0,6"
SPAL,LS,2020,1,"0,6"
SPI,ACMI,2019,2,"0,8"
SPI,IM,2016,2,2
SPI,ACF,2017,2,"1,2"
SPI,ASR,2014,2,"1,2"
SPI,FCBO,2011,2,"1,8"
SSCN,LSP,2023,1,2
SSCN,GG,2021,1,"2,2"
SSCN,CA,2019,1,"0,6"
SSCN,MS,2018,1,2
SSCN,RB,2014,1,"1,4"
SSCN,WM,2013,1,"2,4"
STCO,USS,2020,2,"0,6"
STCO,UCA,2014,2,"0,6"
SVE,IM,2016,2,"2,25"
SVE,IM,2017,2,2
TM,FCBO,2022,2,"0,8"
TM,SP,2021,2,"0,8"
TM,GCFC,2019,2,1
UCA,GC,2021,1,"1,4"
UCA,LGO,2020,1,1
UCA,IT,2019,1,"1,2"
UCA,JV,2018,1,"0,2"
UCA,DN,2019,1,"1,2"
UCA,IT,2018,1,"1,4"
UCA,MOD,2018,1,0
UCA,LUD,2017,1,"1,2"
UCA,GI,2016,1,"0,8"
UCA,LDC,2016,1,"0,8"
UCA,STCO,2016,1,"0,6"
UCA,AST,2014,1,"0,6"
UCA,FGU,2014,1,"1,2"
USC,MAL,2023,1,"0,2"
USL,MB,2023,1,1
USL,EDF,2011,1,"0,8"
USLI,APE,2014,1,0
USLI,DDC,2014,1,"0,2"
USS,DN,2023,1,"0,6"
USS,STCO,2021,1,1
USS,FACA,2020,1,"0,8"
USSA,RDZ,2021,1,2
USSA,GI,2018,1,"1,8"
USSA,CB,2017,1,"0,6"
USSA,EDF,2017,1,2
USSA,EDF,2014,1,"0,6"
USSA,AMA,2014,1,0
VFC,PZ,2021,1,0
VG,ACF,2012,2,2
VIT,ACF,2021,2,"1,8"
VMO,ACF,2019,2,"0,2"
VMO,SAG,2015,2,"0,8"
VMO,ACF,2012,2,"1,6"
VP,LR,2012,2,"1,8"
WM,CCA,2020,2,1
WM,FCT,2018,2,"2,2"
WM,FCT,2016,2,"2,2"
WM,IM,2013,2,"2,6"
WN,PFC,2016,2,"0,25"
WZ,CCA,2020,2,"1,4"
WZ,FCCR,2017,2,"0,6"
WZ,SAG,2014,2,2
ZZ,PC36,2017,2,"0,6"
ZZ,CCA,2015,2,"0,2"
ZZ,CCA,2014,2,"1,2"
ZZ,ASR,2012,2,"1,6"
